"country","iso2c","iso3c","year","status","lastupdated","gni_per_capita","gdp_per_capita","population","trade_gdp","region","capital","longitude","latitude","income","lending"
"Costa Rica","CR","CRI",2018,"","2025-04-15",12070,12590.2493781614,4957818,66.945342016636,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Costa Rica","CR","CRI",2021,"","2025-04-15",12630,12838.1185358931,5059988,70.7816423027085,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Costa Rica","CR","CRI",2023,"","2025-04-15",14260,16942.0268119375,5105525,72.4719990801769,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Costa Rica","CR","CRI",2020,"","2025-04-15",11700,12394.0493969492,5034320,60.1398862509533,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Costa Rica","CR","CRI",2022,"","2025-04-15",13210,13625.9008491328,5081765,82.2275325353143,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Cote d'Ivoire","CI","CIV",2022,"","2025-04-15",2420,2308.70654660366,30395002,53.4312191070311,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2021,"","2025-04-15",2300,2455.98127641148,29639736,45.1140327762435,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2023,"","2025-04-15",2470,2530.84659301723,31165654,52.5739202139052,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2018,"","2025-04-15",2010,2130.86619381144,27464173,46.0375087102874,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2019,"","2025-04-15",2120,2141.76836170115,28193009,44.6604105830795,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2020,"","2025-04-15",2120,2179.72934832935,28915449,41.9426318190526,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Croatia","HR","HRV",2021,"","2025-04-15",17420,17789.9304736722,3878981,102.308430815836,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2019,"","2025-04-15",15800,15563.8167397199,3949390,101.382013330328,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2020,"","2025-04-15",15130,14808.4620188819,3914206,89.5334538008947,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2022,"","2025-04-15",19370,18466.0955472648,3855641,125.213857590974,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2023,"","2025-04-15",20590,21865.4562838641,3859686,107.700919430599,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2018,"","2025-04-15",14670,15460.4183295843,3988775,99.06781797397,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Cuba","CU","CUB",2019,"","2025-04-15",9010,9232.26115935183,11202846,22.8207944494506,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",2018,"","2025-04-15",8710,8911.46205964193,11227118,27.0834484996753,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Curacao","CW","CUW",2020,"","2025-04-15",16250,16356.0933594414,154947,NA,"Latin America & Caribbean","Willemstad","","","High income","Not classified"
"Curacao","CW","CUW",2021,"","2025-04-15",18130,17980.0888397547,152369,NA,"Latin America & Caribbean","Willemstad","","","High income","Not classified"
"Curacao","CW","CUW",2022,"","2025-04-15",20450,20501.7522782219,149996,NA,"Latin America & Caribbean","Willemstad","","","High income","Not classified"
"Curacao","CW","CUW",2018,"","2025-04-15",18820,19119.1243941688,159336,155.268858771687,"Latin America & Caribbean","Willemstad","","","High income","Not classified"
"Curacao","CW","CUW",2019,"","2025-04-15",19140,19220.6866958303,157441,NA,"Latin America & Caribbean","Willemstad","","","High income","Not classified"
"Cyprus","CY","CYP",2021,"","2025-04-15",30270,33734.29296875,1317309,176.826387204434,"Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"Cyprus","CY","CYP",2020,"","2025-04-15",27280,28649.015625,1302247,160.66871645997,"Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"Cyprus","CY","CYP",2019,"","2025-04-15",28840,29703.052734375,1286671,150.506169561162,"Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"Cyprus","CY","CYP",2022,"","2025-04-15",33070,33938.9453125,1331370,201.237205778502,"Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"Cyprus","CY","CYP",2018,"","2025-04-15",27570,29599.986328125,1270737,147.623567410054,"Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"Cyprus","CY","CYP",2023,"","2025-04-15",32960,36551.41796875,1344976,192.786921526999,"Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"Czechia","CZ","CZE",2021,"","2025-04-15",24400,27696.4619527544,10505772,137.378116302868,"Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"Czechia","CZ","CZE",2019,"","2025-04-15",22100,24062.7190013343,10671870,138.154609993871,"Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"Czechia","CZ","CZE",2022,"","2025-04-15",26060,28282.2236715857,10672118,144.011494109397,"Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"Czechia","CZ","CZE",2023,"","2025-04-15",27370,31591.1770732969,10864042,132.952093158849,"Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"Czechia","CZ","CZE",2018,"","2025-04-15",20500,23705.9329811299,10629928,145.141717890789,"Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"Czechia","CZ","CZE",2020,"","2025-04-15",21770,23472.8915454417,10697858,128.780430305965,"Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"Denmark","DK","DNK",2022,"","2025-04-15",73320,68091.3191138669,5903037,131.54315114232,"Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"Denmark","DK","DNK",2019,"","2025-04-15",63020,59404.2663247723,5814422,111.891475065653,"Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"Denmark","DK","DNK",2018,"","2025-04-15",61090,61324.7665045565,5793636,108.813985501909,"Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"Denmark","DK","DNK",2023,"","2025-04-15",73340,68453.8769281145,5946952,127.768567480091,"Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"Denmark","DK","DNK",2021,"","2025-04-15",70310,69727.9873677012,5856733,111.414043682799,"Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"Denmark","DK","DNK",2020,"","2025-04-15",62710,60985.4885601514,5831404,104.433432671151,"Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"Djibouti","DJ","DJI",2023,"","2025-04-15",3400,3554.83918868372,1152944,342.702357693776,"Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"Djibouti","DJ","DJI",2021,"","2025-04-15",3010,3019.69343880209,1121248,264.020253506591,"Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"Djibouti","DJ","DJI",2019,"","2025-04-15",2780,2837.17103336917,1088709,320.939002998625,"Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"Djibouti","DJ","DJI",2022,"","2025-04-15",3320,3231.30015326477,1137096,340.194014640123,"Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"Djibouti","DJ","DJI",2020,"","2025-04-15",2790,2881.99924450145,1105188,222.837983303664,"Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"Djibouti","DJ","DJI",2018,"","2025-04-15",2720,2718.0853229414,1071882,300.398686676008,"Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"Dominica","DM","DMA",2019,"","2025-04-15",8690,9009.09011545429,67880,NA,"Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"Dominica","DM","DMA",2018,"","2025-04-15",8200,8137.56520624242,68174,106.96050417924,"Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"Dominica","DM","DMA",2022,"","2025-04-15",9220,9085.67412772363,66826,NA,"Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"Dominica","DM","DMA",2020,"","2025-04-15",7630,7461.77933220095,67573,NA,"Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"Dominica","DM","DMA",2023,"","2025-04-15",9790,9832.99643050057,66510,NA,"Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"Dominica","DM","DMA",2021,"","2025-04-15",8390,8262.65091316727,67202,NA,"Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"Dominican Republic","DO","DOM",2021,"","2025-04-15",8090,8472.47982000992,11123476,52.7348670680051,"Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"Dominican Republic","DO","DOM",2022,"","2025-04-15",9070,10109.5234003521,11230734,54.2315255592457,"Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"Dominican Republic","DO","DOM",2018,"","2025-04-15",7670,7934.98141208525,10782053,52.0559663874181,"Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"Dominican Republic","DO","DOM",2020,"","2025-04-15",7160,7162.29175242114,11008300,44.2936565524675,"Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"Dominican Republic","DO","DOM",2023,"","2025-04-15",9710,10717.6276712204,11331265,49.6153321918918,"Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"Dominican Republic","DO","DOM",2019,"","2025-04-15",7980,8164.22080932117,10894043,51.0111449209557,"Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"Early-demographic dividend","V2","EAR",2018,"","2025-04-15",3507.52946712507,3503.21320137921,3314245247,54.9419137217194,"Aggregates","","","","Aggregates","Aggregates"
"Early-demographic dividend","V2","EAR",2022,"","2025-04-15",3970.48596277658,4076.36749050073,3470644834,60.4822143909917,"Aggregates","","","","Aggregates","Aggregates"
"Early-demographic dividend","V2","EAR",2020,"","2025-04-15",3302.42291917559,3240.95150218079,3396051187,48.1791524497982,"Aggregates","","","","Aggregates","Aggregates"
"Early-demographic dividend","V2","EAR",2021,"","2025-04-15",3626.18870557523,3732.86849069467,3432026092,54.7866159012963,"Aggregates","","","","Aggregates","Aggregates"
"Early-demographic dividend","V2","EAR",2023,"","2025-04-15",4194.68262362745,4256.78414448262,3511076811,54.6894666015349,"Aggregates","","","","Aggregates","Aggregates"
"Early-demographic dividend","V2","EAR",2019,"","2025-04-15",3574.9041999601,3527.54327176522,3355014793,52.5088193466536,"Aggregates","","","","Aggregates","Aggregates"
"East Asia & Pacific","Z4","EAS",2023,"","2025-04-15",13705.8750537339,12908.6377076783,2384463611,58.0666970031085,"Aggregates","","","","Aggregates","Aggregates"
"East Asia & Pacific","Z4","EAS",2022,"","2025-04-15",13484.4651484379,12889.9061983889,2379648296,61.1159909252213,"Aggregates","","","","Aggregates","Aggregates"
"East Asia & Pacific","Z4","EAS",2019,"","2025-04-15",11665.1395853446,11458.795842252,2359771090,53.7528154375748,"Aggregates","","","","Aggregates","Aggregates"
"East Asia & Pacific","Z4","EAS",2018,"","2025-04-15",11071.5238342395,11285.8972298534,2347576325,55.9977779433117,"Aggregates","","","","Aggregates","Aggregates"
"East Asia & Pacific","Z4","EAS",2021,"","2025-04-15",12817.9674374738,13117.3989864275,2375144416,55.9863094031671,"Aggregates","","","","Aggregates","Aggregates"
"East Asia & Pacific","Z4","EAS",2020,"","2025-04-15",11621.2501644752,11464.1012855988,2369438682,50.7771764540976,"Aggregates","","","","Aggregates","Aggregates"
"East Asia & Pacific (excluding high income)","4E","EAP",2019,"","2025-04-15",8240.39098857425,8153.62140587102,2112289891,43.2780521358426,"Aggregates","","","","Aggregates","Aggregates"
"East Asia & Pacific (excluding high income)","4E","EAP",2020,"","2025-04-15",8314.55194022592,8245.71521577714,2121866294,41.183190084472,"Aggregates","","","","Aggregates","Aggregates"
"East Asia & Pacific (excluding high income)","4E","EAP",2018,"","2025-04-15",7653.52509414999,7925.42476458248,2100698838,45.6515468122034,"Aggregates","","","","Aggregates","Aggregates"
"East Asia & Pacific (excluding high income)","4E","EAP",2021,"","2025-04-15",9322.69113211613,9795.31938942758,2128553744,45.3150442539075,"Aggregates","","","","Aggregates","Aggregates"
"East Asia & Pacific (excluding high income)","4E","EAP",2023,"","2025-04-15",10425.3903454143,9900.61356517593,2137527754,45.5249307665097,"Aggregates","","","","Aggregates","Aggregates"
"East Asia & Pacific (excluding high income)","4E","EAP",2022,"","2025-04-15",10030.2099345964,9901.2640992049,2133560408,47.5529836003924,"Aggregates","","","","Aggregates","Aggregates"
"East Asia & Pacific (IDA & IBRD countries)","T4","TEA",2020,"","2025-04-15",8407.78817876618,8338.13776036985,2095759417,41.1856283626566,"Aggregates","","","","Aggregates","Aggregates"
"East Asia & Pacific (IDA & IBRD countries)","T4","TEA",2018,"","2025-04-15",7739.5539208112,8014.49766251885,2074796982,45.6541039361487,"Aggregates","","","","Aggregates","Aggregates"
"East Asia & Pacific (IDA & IBRD countries)","T4","TEA",2021,"","2025-04-15",9427.26534637177,9905.15440355218,2102350702,45.316513303507,"Aggregates","","","","Aggregates","Aggregates"
"East Asia & Pacific (IDA & IBRD countries)","T4","TEA",2019,"","2025-04-15",8332.87371868011,8245.10161071216,2086281644,43.2808211646294,"Aggregates","","","","Aggregates","Aggregates"
"East Asia & Pacific (IDA & IBRD countries)","T4","TEA",2023,"","2025-04-15",10542.7104494633,10011.9941315998,2111139152,45.5259732357451,"Aggregates","","","","Aggregates","Aggregates"
"East Asia & Pacific (IDA & IBRD countries)","T4","TEA",2022,"","2025-04-15",10142.8895963478,10012.4494743706,2107261123,47.5551196301423,"Aggregates","","","","Aggregates","Aggregates"
"Ecuador","EC","ECU",2019,"","2025-04-15",6100,6205.05759479761,17340021,48.0828499402147,"Latin America & Caribbean","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"Ecuador","EC","ECU",2022,"","2025-04-15",6590,6540.99824522101,17823897,61.6216623941869,"Latin America & Caribbean","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"Ecuador","EC","ECU",2020,"","2025-04-15",5410,5463.64509649315,17546065,43.9893124398324,"Latin America & Caribbean","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"Ecuador","EC","ECU",2018,"","2025-04-15",6120,6303.91892523596,17049547,48.0093480992122,"Latin America & Caribbean","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"Ecuador","EC","ECU",2023,"","2025-04-15",6590,6609.80408154957,17980083,57.8477543481784,"Latin America & Caribbean","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"Ecuador","EC","ECU",2021,"","2025-04-15",6120,6075.8026572556,17682454,53.1511986943634,"Latin America & Caribbean","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"Egypt, Arab Rep.","EG","EGY",2018,"","2025-04-15",2710,2484.70315630508,105682094,45.9110196733959,"Middle East & North Africa","Cairo","31.2461","30.0982","Lower middle income","IBRD"
"Egypt, Arab Rep.","EG","EGY",2021,"","2025-04-15",3470,3827.35415374308,110957008,29.8569734808122,"Middle East & North Africa","Cairo","31.2461","30.0982","Lower middle income","IBRD"
"Egypt, Arab Rep.","EG","EGY",2019,"","2025-04-15",2640,2962.98892023003,107553158,41.1240171551108,"Middle East & North Africa","Cairo","31.2461","30.0982","Lower middle income","IBRD"
"Egypt, Arab Rep.","EG","EGY",2020,"","2025-04-15",2960,3511.11381026379,109315124,32.1262555667523,"Middle East & North Africa","Cairo","31.2461","30.0982","Lower middle income","IBRD"
"Egypt, Arab Rep.","EG","EGY",2022,"","2025-04-15",4040,4233.30783744856,112618250,36.9831048772713,"Middle East & North Africa","Cairo","31.2461","30.0982","Lower middle income","IBRD"
"Egypt, Arab Rep.","EG","EGY",2023,"","2025-04-15",3840,3457.45691570455,114535772,40.4424382173628,"Middle East & North Africa","Cairo","31.2461","30.0982","Lower middle income","IBRD"
"El Salvador","SV","SLV",2023,"","2025-04-15",4960,5391.06926181338,6309624,80.9228818995509,"Latin America & Caribbean","San Salvador","-89.2073","13.7034","Upper middle income","IBRD"
"El Salvador","SV","SLV",2021,"","2025-04-15",4380,4642.60743101342,6255782,81.8450759800765,"Latin America & Caribbean","San Salvador","-89.2073","13.7034","Upper middle income","IBRD"
"El Salvador","SV","SLV",2019,"","2025-04-15",4130,4320.11671534627,6222318,76.0420130991468,"Latin America & Caribbean","San Salvador","-89.2073","13.7034","Upper middle income","IBRD"
"El Salvador","SV","SLV",2022,"","2025-04-15",4710,5093.51833879776,6280319,88.1547423295316,"Latin America & Caribbean","San Salvador","-89.2073","13.7034","Upper middle income","IBRD"
"El Salvador","SV","SLV",2020,"","2025-04-15",3800,3997.19279583709,6234673,66.4595069497083,"Latin America & Caribbean","San Salvador","-89.2073","13.7034","Upper middle income","IBRD"
"El Salvador","SV","SLV",2018,"","2025-04-15",3940,4183.54620971358,6219807,75.6336168879956,"Latin America & Caribbean","San Salvador","-89.2073","13.7034","Upper middle income","IBRD"
"Equatorial Guinea","GQ","GNQ",2022,"","2025-04-15",4570,7589.29964909381,1803545,81.8130161368099,"Sub-Saharan Africa","Malabo","8.7741","3.7523","Upper middle income","IBRD"
"Equatorial Guinea","GQ","GNQ",2018,"","2025-04-15",5450,8102.47084834031,1616422,103.645681622953,"Sub-Saharan Africa","Malabo","8.7741","3.7523","Upper middle income","IBRD"
"Equatorial Guinea","GQ","GNQ",2020,"","2025-04-15",4790,5764.05502912947,1716468,77.9278846441807,"Sub-Saharan Africa","Malabo","8.7741","3.7523","Upper middle income","IBRD"
"Equatorial Guinea","GQ","GNQ",2021,"","2025-04-15",4820,6945.63069794539,1758786,76.9666485998527,"Sub-Saharan Africa","Malabo","8.7741","3.7523","Upper middle income","IBRD"
"Equatorial Guinea","GQ","GNQ",2023,"","2025-04-15",4840,6677.793435386,1847549,61.443281519042,"Sub-Saharan Africa","Malabo","8.7741","3.7523","Upper middle income","IBRD"
"Equatorial Guinea","GQ","GNQ",2019,"","2025-04-15",5130,6804.14923073888,1670177,94.8787924253545,"Sub-Saharan Africa","Malabo","8.7741","3.7523","Upper middle income","IBRD"
"Estonia","EE","EST",2018,"","2025-04-15",21160,23618.1361254581,1321977,143.485224864735,"Europe & Central Asia","Tallinn","24.7586","59.4392","High income","Not classified"
"Estonia","EE","EST",2019,"","2025-04-15",23060,24021.2501413306,1326898,140.352147998549,"Europe & Central Asia","Tallinn","24.7586","59.4392","High income","Not classified"
"Estonia","EE","EST",2021,"","2025-04-15",26260,27953.7670230126,1330932,160.394681627556,"Europe & Central Asia","Tallinn","24.7586","59.4392","High income","Not classified"
"Estonia","EE","EST",2023,"","2025-04-15",27620,30133.304450454,1370286,154.859244621649,"Europe & Central Asia","Tallinn","24.7586","59.4392","High income","Not classified"
"Estonia","EE","EST",2022,"","2025-04-15",27290,28451.1477825175,1348840,174.563994182116,"Europe & Central Asia","Tallinn","24.7586","59.4392","High income","Not classified"
"Estonia","EE","EST",2020,"","2025-04-15",23230,23933.9939421065,1329522,137.392641283846,"Europe & Central Asia","Tallinn","24.7586","59.4392","High income","Not classified"
"Eswatini","SZ","SWZ",2022,"","2025-04-15",3590,3852.08573272946,1218917,NA,"Sub-Saharan Africa","Mbabane","31.4659","-26.5225","Lower middle income","Blend"
"Eswatini","SZ","SWZ",2019,"","2025-04-15",3650,3894.32951592818,1179874,NA,"Sub-Saharan Africa","Mbabane","31.4659","-26.5225","Lower middle income","Blend"
"Eswatini","SZ","SWZ",2023,"","2025-04-15",3690,3610.60879677551,1230506,NA,"Sub-Saharan Africa","Mbabane","31.4659","-26.5225","Lower middle income","Blend"
"Eswatini","SZ","SWZ",2021,"","2025-04-15",3570,3926.48687364215,1206593,NA,"Sub-Saharan Africa","Mbabane","31.4659","-26.5225","Lower middle income","Blend"
"Eswatini","SZ","SWZ",2018,"","2025-04-15",3460,3986.10557163026,1168929,NA,"Sub-Saharan Africa","Mbabane","31.4659","-26.5225","Lower middle income","Blend"
"Eswatini","SZ","SWZ",2020,"","2025-04-15",3400,3442.3216527415,1192729,NA,"Sub-Saharan Africa","Mbabane","31.4659","-26.5225","Lower middle income","Blend"
"Ethiopia","ET","ETH",2021,"","2025-04-15",930,910.947840320752,122138588,24.3450393271265,"Sub-Saharan Africa","Addis Ababa","38.7468","9.02274","Low income","IDA"
"Ethiopia","ET","ETH",2022,"","2025-04-15",1010,1011.0732858233,125384287,26.5955012290858,"Sub-Saharan Africa","Addis Ababa","38.7468","9.02274","Low income","IDA"
"Ethiopia","ET","ETH",2020,"","2025-04-15",860,905.313175805855,118917671,24.006113643482,"Sub-Saharan Africa","Addis Ababa","38.7468","9.02274","Low income","IDA"
"Ethiopia","ET","ETH",2018,"","2025-04-15",770,747.968143637014,112664152,31.199374943469,"Sub-Saharan Africa","Addis Ababa","38.7468","9.02274","Low income","IDA"
"Ethiopia","ET","ETH",2023,"","2025-04-15",1110,1272.01628209211,128691692,20.5854115676722,"Sub-Saharan Africa","Addis Ababa","38.7468","9.02274","Low income","IDA"
"Ethiopia","ET","ETH",2019,"","2025-04-15",820,828.70897229725,115737383,28.8153010070423,"Sub-Saharan Africa","Addis Ababa","38.7468","9.02274","Low income","IDA"
"Euro area","XC","EMU",2020,"","2025-04-15",37907.7293023155,38241.5756519082,346922366,81.0650482603536,"Aggregates","","","","Aggregates","Aggregates"
"Euro area","XC","EMU",2018,"","2025-04-15",38552.0116665624,40068.5215464339,346105839,87.7168180420087,"Aggregates","","","","Aggregates","Aggregates"
"Euro area","XC","EMU",2021,"","2025-04-15",42038.0721732918,42978.8817916638,347094588,88.3536983835071,"Aggregates","","","","Aggregates","Aggregates"
"Euro area","XC","EMU",2022,"","2025-04-15",43854.4232801281,41454.1660248186,348627172,100.518804469533,"Aggregates","","","","Aggregates","Aggregates"
"Euro area","XC","EMU",2019,"","2025-04-15",40009.7163381151,39217.3839966029,346454019,87.8405220720243,"Aggregates","","","","Aggregates","Aggregates"
"Euro area","XC","EMU",2023,"","2025-04-15",44304.2516146316,45130.1240539874,349670802,92.671362574702,"Aggregates","","","","Aggregates","Aggregates"
"Europe & Central Asia","Z7","ECS",2021,"","2025-04-15",26737.8224640368,27591.2437497041,925075848,83.2783314759866,"Aggregates","","","","Aggregates","Aggregates"
"Europe & Central Asia","Z7","ECS",2020,"","2025-04-15",23990.9382272681,24091.3416895738,925088545.5,77.0297056694982,"Aggregates","","","","Aggregates","Aggregates"
"Europe & Central Asia","Z7","ECS",2022,"","2025-04-15",28344.856652673,27731.7695375442,925385334.5,93.6026066327702,"Aggregates","","","","Aggregates","Aggregates"
"Europe & Central Asia","Z7","ECS",2023,"","2025-04-15",29122.7938722897,29789.15402951,924969865,86.709919262955,"Aggregates","","","","Aggregates","Aggregates"
"Europe & Central Asia","Z7","ECS",2018,"","2025-04-15",24392.8675277297,25340.1536558293,919738352.5,83.3076987916639,"Aggregates","","","","Aggregates","Aggregates"
"Europe & Central Asia","Z7","ECS",2019,"","2025-04-15",25319.7771413928,24958.3859753607,922811778,83.1546145189535,"Aggregates","","","","Aggregates","Aggregates"
"Europe & Central Asia (excluding high income)","7E","ECA",2019,"","2025-04-15",6054.31150822408,6020.75079545102,248858341,71.6485226932597,"Aggregates","","","","Aggregates","Aggregates"
"Europe & Central Asia (excluding high income)","7E","ECA",2021,"","2025-04-15",6412.96945320493,6623.50479025077,252183790,74.1609772436974,"Aggregates","","","","Aggregates","Aggregates"
"Europe & Central Asia (excluding high income)","7E","ECA",2018,"","2025-04-15",6091.31943472676,5952.35226461881,246654915.5,72.2974827972573,"Aggregates","","","","Aggregates","Aggregates"
"Europe & Central Asia (excluding high income)","7E","ECA",2022,"","2025-04-15",6886.09557141126,7247.73491679181,250834021.5,83.074561223747,"Aggregates","","","","Aggregates","Aggregates"
"Europe & Central Asia (excluding high income)","7E","ECA",2023,"","2025-04-15",7737.61531484397,8548.0103775697,249146208,72.8028397114709,"Aggregates","","","","Aggregates","Aggregates"
"Europe & Central Asia (excluding high income)","7E","ECA",2020,"","2025-04-15",5856.54212966774,5733.53881172869,250655325.5,66.0865912978165,"Aggregates","","","","Aggregates","Aggregates"
"Europe & Central Asia (IDA & IBRD countries)","T7","TEC",2018,"","2025-04-15",8455.31889909282,8884.71291375979,460515553.5,69.1142489283321,"Aggregates","","","","Aggregates","Aggregates"
"Europe & Central Asia (IDA & IBRD countries)","T7","TEC",2022,"","2025-04-15",10324.059790112,11351.0079692916,461440170.5,73.2252536071503,"Aggregates","","","","Aggregates","Aggregates"
"Europe & Central Asia (IDA & IBRD countries)","T7","TEC",2023,"","2025-04-15",11397.0955397061,11977.3398758875,459025452,66.0859866087078,"Aggregates","","","","Aggregates","Aggregates"
"Europe & Central Asia (IDA & IBRD countries)","T7","TEC",2021,"","2025-04-15",9497.79925391957,10010.7744146786,463790894,70.2485088939043,"Aggregates","","","","Aggregates","Aggregates"
"Europe & Central Asia (IDA & IBRD countries)","T7","TEC",2020,"","2025-04-15",8623.73602027501,8443.06159084581,463913014.5,63.2071406337186,"Aggregates","","","","Aggregates","Aggregates"
"Europe & Central Asia (IDA & IBRD countries)","T7","TEC",2019,"","2025-04-15",8918.19076761457,9027.50709505223,462573906,67.66830361824,"Aggregates","","","","Aggregates","Aggregates"
"European Union","EU","EUU",2018,"","2025-04-15",34566.425291095,36002.564051993,446953938,90.345230594099,"Aggregates","","","","Aggregates","Aggregates"
"European Union","EU","EUU",2019,"","2025-04-15",36003.2163973415,35341.5703329216,447303223,90.4323038108019,"Aggregates","","","","Aggregates","Aggregates"
"European Union","EU","EUU",2023,"","2025-04-15",40531.5433012481,41422.7999680879,448804042,95.685928111323,"Aggregates","","","","Aggregates","Aggregates"
"European Union","EU","EUU",2020,"","2025-04-15",34335.7659090602,34635.4895902222,447653554,83.6925708938915,"Aggregates","","","","Aggregates","Aggregates"
"European Union","EU","EUU",2022,"","2025-04-15",40020.0473628579,37948.9505377699,447847220,103.570938889654,"Aggregates","","","","Aggregates","Aggregates"
"European Union","EU","EUU",2021,"","2025-04-15",38194.6473387247,39180.3758426065,446564156,91.0908804153476,"Aggregates","","","","Aggregates","Aggregates"
"Faroe Islands","FO","FRO",2023,"","2025-04-15",72150,71717.7042204698,54482,114.33787884979,"Europe & Central Asia","Torshavn","-6.91181","61.8926","High income","Not classified"
"Faroe Islands","FO","FRO",2018,"","2025-04-15",62900,62524.0387361638,50998,106.874168106959,"Europe & Central Asia","Torshavn","-6.91181","61.8926","High income","Not classified"
"Faroe Islands","FO","FRO",2019,"","2025-04-15",66010,63064.6343127366,51795,108.623704975373,"Europe & Central Asia","Torshavn","-6.91181","61.8926","High income","Not classified"
"Faroe Islands","FO","FRO",2022,"","2025-04-15",72330,66108.733645837,53952,124.535531033936,"Europe & Central Asia","Torshavn","-6.91181","61.8926","High income","Not classified"
"Faroe Islands","FO","FRO",2021,"","2025-04-15",70020,68736.505610554,53315,104.473032035173,"Europe & Central Asia","Torshavn","-6.91181","61.8926","High income","Not classified"
