"country","iso2c","iso3c","year","status","lastupdated","gni_per_capita","gdp_per_capita","population","trade_gdp","region","capital","longitude","latitude","income","lending","high_income_threshold","running_var","treatment","running_var_centered"
"Dominica","DM","DMA",2020,"","2025-04-15",7630,7461.77933220095,67573,NA,"Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend",12696,-5066,0,-5.066
"Dominica","DM","DMA",2023,"","2025-04-15",9790,9832.99643050057,66510,NA,"Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend",14005,-4215,0,-4.215
"Dominica","DM","DMA",2021,"","2025-04-15",8390,8262.65091316727,67202,NA,"Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend",13205,-4815,0,-4.815
"Dominican Republic","DO","DOM",2021,"","2025-04-15",8090,8472.47982000992,11123476,52.7348670680051,"Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD",13205,-5115,0,-5.115
"Dominican Republic","DO","DOM",2022,"","2025-04-15",9070,10109.5234003521,11230734,54.2315255592457,"Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD",13845,-4775,0,-4.775
"Dominican Republic","DO","DOM",2018,"","2025-04-15",7670,7934.98141208525,10782053,52.0559663874181,"Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD",12376,-4706,0,-4.706
"Dominican Republic","DO","DOM",2020,"","2025-04-15",7160,7162.29175242114,11008300,44.2936565524675,"Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD",12696,-5536,0,-5.536
"Dominican Republic","DO","DOM",2023,"","2025-04-15",9710,10717.6276712204,11331265,49.6153321918918,"Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD",14005,-4295,0,-4.295
"Dominican Republic","DO","DOM",2019,"","2025-04-15",7980,8164.22080932117,10894043,51.0111449209557,"Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD",12536,-4556,0,-4.556
"Ecuador","EC","ECU",2019,"","2025-04-15",6100,6205.05759479761,17340021,48.0828499402147,"Latin America & Caribbean","Quito","-78.5243","-0.229498","Upper middle income","IBRD",12536,-6436,0,-6.436
"Ecuador","EC","ECU",2022,"","2025-04-15",6590,6540.99824522101,17823897,61.6216623941869,"Latin America & Caribbean","Quito","-78.5243","-0.229498","Upper middle income","IBRD",13845,-7255,0,-7.255
"Ecuador","EC","ECU",2020,"","2025-04-15",5410,5463.64509649315,17546065,43.9893124398324,"Latin America & Caribbean","Quito","-78.5243","-0.229498","Upper middle income","IBRD",12696,-7286,0,-7.286
"Ecuador","EC","ECU",2018,"","2025-04-15",6120,6303.91892523596,17049547,48.0093480992122,"Latin America & Caribbean","Quito","-78.5243","-0.229498","Upper middle income","IBRD",12376,-6256,0,-6.256
"Ecuador","EC","ECU",2023,"","2025-04-15",6590,6609.80408154957,17980083,57.8477543481784,"Latin America & Caribbean","Quito","-78.5243","-0.229498","Upper middle income","IBRD",14005,-7415,0,-7.415
"Ecuador","EC","ECU",2021,"","2025-04-15",6120,6075.8026572556,17682454,53.1511986943634,"Latin America & Caribbean","Quito","-78.5243","-0.229498","Upper middle income","IBRD",13205,-7085,0,-7.085
"Egypt, Arab Rep.","EG","EGY",2018,"","2025-04-15",2710,2484.70315630508,105682094,45.9110196733959,"Middle East & North Africa","Cairo","31.2461","30.0982","Lower middle income","IBRD",12376,-9666,0,-9.666
"Egypt, Arab Rep.","EG","EGY",2021,"","2025-04-15",3470,3827.35415374308,110957008,29.8569734808122,"Middle East & North Africa","Cairo","31.2461","30.0982","Lower middle income","IBRD",13205,-9735,0,-9.735
"Egypt, Arab Rep.","EG","EGY",2019,"","2025-04-15",2640,2962.98892023003,107553158,41.1240171551108,"Middle East & North Africa","Cairo","31.2461","30.0982","Lower middle income","IBRD",12536,-9896,0,-9.896
"Egypt, Arab Rep.","EG","EGY",2020,"","2025-04-15",2960,3511.11381026379,109315124,32.1262555667523,"Middle East & North Africa","Cairo","31.2461","30.0982","Lower middle income","IBRD",12696,-9736,0,-9.736
"Egypt, Arab Rep.","EG","EGY",2022,"","2025-04-15",4040,4233.30783744856,112618250,36.9831048772713,"Middle East & North Africa","Cairo","31.2461","30.0982","Lower middle income","IBRD",13845,-9805,0,-9.805
"El Salvador","SV","SLV",2023,"","2025-04-15",4960,5391.06926181338,6309624,80.9228818995509,"Latin America & Caribbean","San Salvador","-89.2073","13.7034","Upper middle income","IBRD",14005,-9045,0,-9.045
"El Salvador","SV","SLV",2021,"","2025-04-15",4380,4642.60743101342,6255782,81.8450759800765,"Latin America & Caribbean","San Salvador","-89.2073","13.7034","Upper middle income","IBRD",13205,-8825,0,-8.825
"El Salvador","SV","SLV",2019,"","2025-04-15",4130,4320.11671534627,6222318,76.0420130991468,"Latin America & Caribbean","San Salvador","-89.2073","13.7034","Upper middle income","IBRD",12536,-8406,0,-8.406
"El Salvador","SV","SLV",2022,"","2025-04-15",4710,5093.51833879776,6280319,88.1547423295316,"Latin America & Caribbean","San Salvador","-89.2073","13.7034","Upper middle income","IBRD",13845,-9135,0,-9.135
"El Salvador","SV","SLV",2020,"","2025-04-15",3800,3997.19279583709,6234673,66.4595069497083,"Latin America & Caribbean","San Salvador","-89.2073","13.7034","Upper middle income","IBRD",12696,-8896,0,-8.896
"El Salvador","SV","SLV",2018,"","2025-04-15",3940,4183.54620971358,6219807,75.6336168879956,"Latin America & Caribbean","San Salvador","-89.2073","13.7034","Upper middle income","IBRD",12376,-8436,0,-8.436
"Equatorial Guinea","GQ","GNQ",2022,"","2025-04-15",4570,7589.29964909381,1803545,81.8130161368099,"Sub-Saharan Africa","Malabo","8.7741","3.7523","Upper middle income","IBRD",13845,-9275,0,-9.275
"Equatorial Guinea","GQ","GNQ",2018,"","2025-04-15",5450,8102.47084834031,1616422,103.645681622953,"Sub-Saharan Africa","Malabo","8.7741","3.7523","Upper middle income","IBRD",12376,-6926,0,-6.926
"Equatorial Guinea","GQ","GNQ",2020,"","2025-04-15",4790,5764.05502912947,1716468,77.9278846441807,"Sub-Saharan Africa","Malabo","8.7741","3.7523","Upper middle income","IBRD",12696,-7906,0,-7.906
"Equatorial Guinea","GQ","GNQ",2021,"","2025-04-15",4820,6945.63069794539,1758786,76.9666485998527,"Sub-Saharan Africa","Malabo","8.7741","3.7523","Upper middle income","IBRD",13205,-8385,0,-8.385
"Equatorial Guinea","GQ","GNQ",2023,"","2025-04-15",4840,6677.793435386,1847549,61.443281519042,"Sub-Saharan Africa","Malabo","8.7741","3.7523","Upper middle income","IBRD",14005,-9165,0,-9.165
"Equatorial Guinea","GQ","GNQ",2019,"","2025-04-15",5130,6804.14923073888,1670177,94.8787924253545,"Sub-Saharan Africa","Malabo","8.7741","3.7523","Upper middle income","IBRD",12536,-7406,0,-7.406
"Estonia","EE","EST",2018,"","2025-04-15",21160,23618.1361254581,1321977,143.485224864735,"Europe & Central Asia","Tallinn","24.7586","59.4392","High income","Not classified",12376,8784,1,8.784
"Eswatini","SZ","SWZ",2019,"","2025-04-15",3650,3894.32951592818,1179874,NA,"Sub-Saharan Africa","Mbabane","31.4659","-26.5225","Lower middle income","Blend",12536,-8886,0,-8.886
"Eswatini","SZ","SWZ",2021,"","2025-04-15",3570,3926.48687364215,1206593,NA,"Sub-Saharan Africa","Mbabane","31.4659","-26.5225","Lower middle income","Blend",13205,-9635,0,-9.635
"Eswatini","SZ","SWZ",2018,"","2025-04-15",3460,3986.10557163026,1168929,NA,"Sub-Saharan Africa","Mbabane","31.4659","-26.5225","Lower middle income","Blend",12376,-8916,0,-8.916
"Eswatini","SZ","SWZ",2020,"","2025-04-15",3400,3442.3216527415,1192729,NA,"Sub-Saharan Africa","Mbabane","31.4659","-26.5225","Lower middle income","Blend",12696,-9296,0,-9.296
"Fiji","FJ","FJI",2020,"","2025-04-15",4680,4844.42129036462,914963,72.3435754996883,"East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend",12696,-8016,0,-8.016
"Fiji","FJ","FJI",2019,"","2025-04-15",5620,5950.82868635508,914899,107.411463822998,"East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend",12536,-6916,0,-6.916
"Fiji","FJ","FJI",2023,"","2025-04-15",5680,5888.73668639357,924145,NA,"East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend",14005,-8325,0,-8.325
"Fiji","FJ","FJI",2021,"","2025-04-15",4520,4696.17101880318,916711,81.7252089564687,"East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend",13205,-8685,0,-8.685
"Fiji","FJ","FJI",2022,"","2025-04-15",5440,5405.03007408295,919422,117.506559364173,"East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend",13845,-8405,0,-8.405
"Fiji","FJ","FJI",2018,"","2025-04-15",5690,6085.41979209299,917180,103.235419995391,"East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend",12376,-6686,0,-6.686
"Gabon","GA","GAB",2022,"","2025-04-15",7480,8409.2074145028,2430747,92.0630888500131,"Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD",13845,-6365,0,-6.365
"Gabon","GA","GAB",2021,"","2025-04-15",6520,8181.40914134656,2376722,85.3483122054007,"Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD",13205,-6685,0,-6.685
"Gabon","GA","GAB",2018,"","2025-04-15",6540,7624.2775233771,2212318,77.0365976973024,"Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD",12376,-5836,0,-5.836
"Gabon","GA","GAB",2019,"","2025-04-15",6870,7441.1786472281,2267706,73.4280894486644,"Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD",12536,-5666,0,-5.666
"Gabon","GA","GAB",2020,"","2025-04-15",6730,6605.80346077565,2322539,70.1140546466314,"Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD",12696,-5966,0,-5.966
"Gabon","GA","GAB",2023,"","2025-04-15",7930,7802.83659565049,2484789,91.4786667108597,"Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD",14005,-6075,0,-6.075
"Georgia","GE","GEO",2019,"","2025-04-15",4780,4741.2832715876,3720161,117.810080239714,"Europe & Central Asia","Tbilisi","44.793","41.71","Upper middle income","IBRD",12536,-7756,0,-7.756
"Georgia","GE","GEO",2018,"","2025-04-15",4580,4804.0546040444,3726549,109.847740556266,"Europe & Central Asia","Tbilisi","44.793","41.71","Upper middle income","IBRD",12376,-7796,0,-7.796
"Georgia","GE","GEO",2022,"","2025-04-15",5690,6729.84659930283,3712502,114.695437688718,"Europe & Central Asia","Tbilisi","44.793","41.71","Upper middle income","IBRD",13845,-8155,0,-8.155
"Georgia","GE","GEO",2020,"","2025-04-15",4330,4300.85701291207,3722716,92.8910841752194,"Europe & Central Asia","Tbilisi","44.793","41.71","Upper middle income","IBRD",12696,-8366,0,-8.366
"Georgia","GE","GEO",2021,"","2025-04-15",4760,5083.60695484577,3708610,101.60090754891,"Europe & Central Asia","Tbilisi","44.793","41.71","Upper middle income","IBRD",13205,-8445,0,-8.445
"Georgia","GE","GEO",2023,"","2025-04-15",6710,8283.66960242964,3715483,107.151179168501,"Europe & Central Asia","Tbilisi","44.793","41.71","Upper middle income","IBRD",14005,-7295,0,-7.295
"Greece","GR","GRC",2019,"","2025-04-15",19690,19335.3602002969,10721582,80.590100891173,"Europe & Central Asia","Athens","23.7166","37.9792","High income","Not classified",12536,7154,1,7.154
"Greece","GR","GRC",2020,"","2025-04-15",17870,17886.733165236,10698599,70.2937864486395,"Europe & Central Asia","Athens","23.7166","37.9792","High income","Not classified",12696,5174,1,5.174
"Greece","GR","GRC",2021,"","2025-04-15",20000,20654.7001960815,10569207,88.0126627401059,"Europe & Central Asia","Athens","23.7166","37.9792","High income","Not classified",13205,6795,1,6.795
"Greece","GR","GRC",2023,"","2025-04-15",22590,23400.7278817691,10405588,92.1562900262242,"Europe & Central Asia","Athens","23.7166","37.9792","High income","Not classified",14005,8585,1,8.585
"Greece","GR","GRC",2022,"","2025-04-15",21970,20971.8349258283,10436882,107.679207902405,"Europe & Central Asia","Athens","23.7166","37.9792","High income","Not classified",13845,8125,1,8.125
"Greece","GR","GRC",2018,"","2025-04-15",19100,19873.4015238771,10732882,79.2381636063709,"Europe & Central Asia","Athens","23.7166","37.9792","High income","Not classified",12376,6724,1,6.724
"Grenada","GD","GRD",2021,"","2025-04-15",8890,9622.24050459345,116688,NA,"Latin America & Caribbean","Saint George's","-61.7449","12.0653","Upper middle income","Blend",13205,-4315,0,-4.315
"Grenada","GD","GRD",2022,"","2025-04-15",10030,10474.2652893842,116913,NA,"Latin America & Caribbean","Saint George's","-61.7449","12.0653","Upper middle income","Blend",13845,-3815,0,-3.815
"Grenada","GD","GRD",2023,"","2025-04-15",10470,11246.3451228921,117081,NA,"Latin America & Caribbean","Saint George's","-61.7449","12.0653","Upper middle income","Blend",14005,-3535,0,-3.535
"Grenada","GD","GRD",2020,"","2025-04-15",8390,8968.55890108484,116341,NA,"Latin America & Caribbean","Saint George's","-61.7449","12.0653","Upper middle income","Blend",12696,-4306,0,-4.306
"Grenada","GD","GRD",2019,"","2025-04-15",9400,10462.7929159533,115981,NA,"Latin America & Caribbean","Saint George's","-61.7449","12.0653","Upper middle income","Blend",12536,-3136,0,-3.136
"Grenada","GD","GRD",2018,"","2025-04-15",9220,10083.021279225,115691,NA,"Latin America & Caribbean","Saint George's","-61.7449","12.0653","Upper middle income","Blend",12376,-3156,0,-3.156
"Guatemala","GT","GTM",2022,"","2025-04-15",5220,5358.08963795,17847877,54.4328380814561,"Latin America & Caribbean","Guatemala City","-90.5328","14.6248","Upper middle income","IBRD",13845,-8625,0,-8.625
"Guatemala","GT","GTM",2021,"","2025-04-15",4800,4913.94712869347,17598650,49.2478694245442,"Latin America & Caribbean","Guatemala City","-90.5328","14.6248","Upper middle income","IBRD",13205,-8405,0,-8.405
"Guatemala","GT","GTM",2023,"","2025-04-15",5480,5762.82174615918,18124838,48.1884518248528,"Latin America & Caribbean","Guatemala City","-90.5328","14.6248","Upper middle income","IBRD",14005,-8525,0,-8.525
"Guatemala","GT","GTM",2020,"","2025-04-15",4360,4477.61761796418,17357325,41.1407616494521,"Latin America & Caribbean","Guatemala City","-90.5328","14.6248","Upper middle income","IBRD",12696,-8336,0,-8.336
"Guatemala","GT","GTM",2019,"","2025-04-15",4490,4511.99755157656,17103803,45.5167427491815,"Latin America & Caribbean","Guatemala City","-90.5328","14.6248","Upper middle income","IBRD",12536,-8046,0,-8.046
"Guatemala","GT","GTM",2018,"","2025-04-15",4270,4352.94651790253,16845685,47.011682071395,"Latin America & Caribbean","Guatemala City","-90.5328","14.6248","Upper middle income","IBRD",12376,-8106,0,-8.106
"Guyana","GY","GUY",2018,"","2025-04-15",6100,6048.38697180418,791556,NA,"Latin America & Caribbean","Georgetown","-58.1548","6.80461","High income","IDA",12376,-6276,0,-6.276
"Guyana","GY","GUY",2019,"","2025-04-15",6380,6405.82443444562,807665,NA,"Latin America & Caribbean","Georgetown","-58.1548","6.80461","High income","IDA",12536,-6156,0,-6.156
"Guyana","GY","GUY",2021,"","2025-04-15",7810,9860.87233445443,815482,NA,"Latin America & Caribbean","Georgetown","-58.1548","6.80461","High income","IDA",13205,-5395,0,-5.395
"Guyana","GY","GUY",2020,"","2025-04-15",8090,6775.70939096303,807481,NA,"Latin America & Caribbean","Georgetown","-58.1548","6.80461","High income","IDA",12696,-4606,0,-4.606
"Guyana","GY","GUY",2023,"","2025-04-15",13600,20765.3503593109,826353,NA,"Latin America & Caribbean","Georgetown","-58.1548","6.80461","High income","IDA",14005,-405,0,-0.405
"Guyana","GY","GUY",2022,"","2025-04-15",9780,17913.4910146288,821637,NA,"Latin America & Caribbean","Georgetown","-58.1548","6.80461","High income","IDA",13845,-4065,0,-4.065
"Hungary","HU","HUN",2019,"","2025-04-15",16570,16786.2136399075,9771141,160.751343279331,"Europe & Central Asia","Budapest","19.0408","47.4984","High income","Not classified",12536,4034,1,4.034
"Hungary","HU","HUN",2020,"","2025-04-15",16040,16131.9540355923,9750149,155.422663893512,"Europe & Central Asia","Budapest","19.0408","47.4984","High income","Not classified",12696,3344,1,3.344
"Hungary","HU","HUN",2023,"","2025-04-15",19670,22141.8669799276,9592186,157.296223886147,"Europe & Central Asia","Budapest","19.0408","47.4984","High income","Not classified",14005,5665,1,5.665
"Hungary","HU","HUN",2021,"","2025-04-15",17740,18755.1023464312,9709891,159.688274120647,"Europe & Central Asia","Budapest","19.0408","47.4984","High income","Not classified",13205,4535,1,4.535
"Hungary","HU","HUN",2018,"","2025-04-15",14980,16425.2050299693,9775564,163.260512262857,"Europe & Central Asia","Budapest","19.0408","47.4984","High income","Not classified",12376,2604,1,2.604
"Hungary","HU","HUN",2022,"","2025-04-15",19050,18353.298364905,9644377,185.271113216624,"Europe & Central Asia","Budapest","19.0408","47.4984","High income","Not classified",13845,5205,1,5.205
"Indonesia","ID","IDN",2019,"","2025-04-15",4020,4106.94856173421,272489381,37.6277775357108,"East Asia & Pacific","Jakarta","106.83","-6.19752","Upper middle income","IBRD",12536,-8516,0,-8.516
"Indonesia","ID","IDN",2021,"","2025-04-15",4130,4287.17313989405,276758053,40.2047582749671,"East Asia & Pacific","Jakarta","106.83","-6.19752","Upper middle income","IBRD",13205,-9075,0,-9.075
"Indonesia","ID","IDN",2020,"","2025-04-15",3850,3853.70288778903,274814866,32.9721754002427,"East Asia & Pacific","Jakarta","106.83","-6.19752","Upper middle income","IBRD",12696,-8846,0,-8.846
"Indonesia","ID","IDN",2023,"","2025-04-15",4810,4876.31432703188,281190067,41.3156667619874,"East Asia & Pacific","Jakarta","106.83","-6.19752","Upper middle income","IBRD",14005,-9195,0,-9.195
"Indonesia","ID","IDN",2022,"","2025-04-15",4520,4730.74548910499,278830529,45.4658986816744,"East Asia & Pacific","Jakarta","106.83","-6.19752","Upper middle income","IBRD",13845,-9325,0,-9.325
"Indonesia","ID","IDN",2018,"","2025-04-15",3810,3860.95353077708,269951846,43.0743089552002,"East Asia & Pacific","Jakarta","106.83","-6.19752","Upper middle income","IBRD",12376,-8566,0,-8.566
"Iran, Islamic Rep.","IR","IRN",2023,"","2025-04-15",4650,4465.63766994952,90608707,52.1801758114434,"Middle East & North Africa","Tehran","51.4447","35.6878","Upper middle income","IBRD",14005,-9355,0,-9.355
"Iran, Islamic Rep.","IR","IRN",2021,"","2025-04-15",3880,4334.79268631354,88455488,44.3738340508665,"Middle East & North Africa","Tehran","51.4447","35.6878","Upper middle income","IBRD",13205,-9325,0,-9.325
"Iran, Islamic Rep.","IR","IRN",2022,"","2025-04-15",4110,4405.09291519791,89524246,51.597506811024,"Middle East & North Africa","Tehran","51.4447","35.6878","Upper middle income","IBRD",13845,-9735,0,-9.735
"Iran, Islamic Rep.","IR","IRN",2020,"","2025-04-15",3740,2988.78122414716,87723443,43.8101646870977,"Middle East & North Africa","Tehran","51.4447","35.6878","Upper middle income","IBRD",12696,-8956,0,-8.956
"Iran, Islamic Rep.","IR","IRN",2019,"","2025-04-15",4530,3831.27894763337,87051648,50.7543343501077,"Middle East & North Africa","Tehran","51.4447","35.6878","Upper middle income","IBRD",12536,-8006,0,-8.006
"Iran, Islamic Rep.","IR","IRN",2018,"","2025-04-15",5250,4631.78709016514,86117998,58.5650897152156,"Middle East & North Africa","Tehran","51.4447","35.6878","Upper middle income","IBRD",12376,-7126,0,-7.126
"Iraq","IQ","IRQ",2018,"","2025-04-15",4820,5646.68932074742,40265624,65.8017917701083,"Middle East & North Africa","Baghdad","44.394","33.3302","Upper middle income","IBRD",12376,-7556,0,-7.556
"Iraq","IQ","IRQ",2019,"","2025-04-15",5520,5671.8568632942,41192171,68.9899384202806,"Middle East & North Africa","Baghdad","44.394","33.3302","Upper middle income","IBRD",12536,-7016,0,-7.016
"Iraq","IQ","IRQ",2020,"","2025-04-15",4720,4295.18945121228,42116605,57.742316395146,"Middle East & North Africa","Baghdad","44.394","33.3302","Upper middle income","IBRD",12696,-7976,0,-7.976
"Iraq","IQ","IRQ",2021,"","2025-04-15",4740,4868.49431080783,43071211,61.5032683117218,"Middle East & North Africa","Baghdad","44.394","33.3302","Upper middle income","IBRD",13205,-8465,0,-8.465
"Iraq","IQ","IRQ",2022,"","2025-04-15",5490,6504.12428393548,44070551,68.9343588951008,"Middle East & North Africa","Baghdad","44.394","33.3302","Upper middle income","IBRD",13845,-8355,0,-8.355
"Iraq","IQ","IRQ",2023,"","2025-04-15",5640,5565.12644647176,45074049,NA,"Middle East & North Africa","Baghdad","44.394","33.3302","Upper middle income","IBRD",14005,-8365,0,-8.365
"Jamaica","JM","JAM",2020,"","2025-04-15",4880,4879.44024631319,2830739,NA,"Latin America & Caribbean","Kingston","-76.792","17.9927","Upper middle income","IBRD",12696,-7816,0,-7.816
"Jamaica","JM","JAM",2021,"","2025-04-15",5180,5165.33780988607,2837682,NA,"Latin America & Caribbean","Kingston","-76.792","17.9927","Upper middle income","IBRD",13205,-8025,0,-8.025
"Jamaica","JM","JAM",2023,"","2025-04-15",6200,6839.72503886968,2839786,NA,"Latin America & Caribbean","Kingston","-76.792","17.9927","Upper middle income","IBRD",14005,-7805,0,-7.805
"Jamaica","JM","JAM",2019,"","2025-04-15",5480,5607.24300668501,2823271,90.1106076335994,"Latin America & Caribbean","Kingston","-76.792","17.9927","Upper middle income","IBRD",12536,-7056,0,-7.056
"Jamaica","JM","JAM",2018,"","2025-04-15",5210,5578.10346083169,2820097,89.9779060412351,"Latin America & Caribbean","Kingston","-76.792","17.9927","Upper middle income","IBRD",12376,-7166,0,-7.166
"Jamaica","JM","JAM",2022,"","2025-04-15",5730,6022.15341099999,2839144,NA,"Latin America & Caribbean","Kingston","-76.792","17.9927","Upper middle income","IBRD",13845,-8115,0,-8.115
"Jordan","JO","JOR",2022,"","2025-04-15",4370,4332.25159897931,11256263,104.095459439189,"Middle East & North Africa","Amman","35.9263","31.9497","Lower middle income","IBRD",13845,-9475,0,-9.475
"Jordan","JO","JOR",2023,"","2025-04-15",4420,4455.50540514568,11439213,100.276045970494,"Middle East & North Africa","Amman","35.9263","31.9497","Lower middle income","IBRD",14005,-9585,0,-9.585
"Jordan","JO","JOR",2018,"","2025-04-15",4090,4145.43989673265,10462306,87.6359151906857,"Middle East & North Africa","Amman","35.9263","31.9497","Lower middle income","IBRD",12376,-8286,0,-8.286
"Jordan","JO","JOR",2019,"","2025-04-15",4190,4170.1144003465,10671891,85.6878334964204,"Middle East & North Africa","Amman","35.9263","31.9497","Lower middle income","IBRD",12536,-8346,0,-8.346
"Jordan","JO","JOR",2020,"","2025-04-15",4070,4022.0401356135,10865228,66.0599488089059,"Middle East & North Africa","Amman","35.9263","31.9497","Lower middle income","IBRD",12696,-8626,0,-8.626
"Jordan","JO","JOR",2021,"","2025-04-15",4240,4183.49998326866,11066356,80.3328699444404,"Middle East & North Africa","Amman","35.9263","31.9497","Lower middle income","IBRD",13205,-8965,0,-8.965
"Kazakhstan","KZ","KAZ",2023,"","2025-04-15",10730,12918.8661346014,20330104,61.773226073185,"Europe & Central Asia","Astana","71.4382","51.1879","Upper middle income","IBRD",14005,-3275,0,-3.275
"Kazakhstan","KZ","KAZ",2020,"","2025-04-15",8380,8781.50797787648,19482117,57.0264423660931,"Europe & Central Asia","Astana","71.4382","51.1879","Upper middle income","IBRD",12696,-4316,0,-4.316
"Kazakhstan","KZ","KAZ",2019,"","2025-04-15",8500,9457.12614657136,19209555,64.8586165517565,"Europe & Central Asia","Astana","71.4382","51.1879","Upper middle income","IBRD",12536,-4036,0,-4.036
"Kazakhstan","KZ","KAZ",2021,"","2025-04-15",8540,9983.60103576902,19743603,58.6686085779207,"Europe & Central Asia","Astana","71.4382","51.1879","Upper middle income","IBRD",13205,-4665,0,-4.665
"Kazakhstan","KZ","KAZ",2022,"","2025-04-15",9420,11255.3396437881,20034609,68.3343147415612,"Europe & Central Asia","Astana","71.4382","51.1879","Upper middle income","IBRD",13845,-4425,0,-4.425
"Kazakhstan","KZ","KAZ",2018,"","2025-04-15",7790,9472.48527327758,18932727,63.5279565118188,"Europe & Central Asia","Astana","71.4382","51.1879","Upper middle income","IBRD",12376,-4586,0,-4.586
"Kiribati","KI","KIR",2019,"","2025-04-15",3610,1750.99750920482,123921,98.3140539567767,"East Asia & Pacific","Tarawa","172.979","1.32905","Lower middle income","IDA",12536,-8926,0,-8.926
"Kiribati","KI","KIR",2020,"","2025-04-15",3090,1769.43211760217,126099,77.6231417842006,"East Asia & Pacific","Tarawa","172.979","1.32905","Lower middle income","IDA",12696,-9606,0,-9.606
"Kiribati","KI","KIR",2018,"","2025-04-15",3280,1912.73798131035,122084,83.3664360234057,"East Asia & Pacific","Tarawa","172.979","1.32905","Lower middle income","IDA",12376,-9096,0,-9.096
"Lao PDR","LA","LAO",2018,"","2025-04-15",2460,2545.1075420815,7128045,NA,"East Asia & Pacific","Vientiane","102.177","18.5826","Lower middle income","IDA",12376,-9916,0,-9.916
"Latvia","LV","LVA",2018,"","2025-04-15",16590,17252.1710428626,1927174,128.234095559822,"Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified",12376,4214,1,4.214
"Latvia","LV","LVA",2020,"","2025-04-15",17860,17564.2321549354,1900449,123.88319804656,"Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified",12696,5164,1,5.164
"Latvia","LV","LVA",2023,"","2025-04-15",22630,22502.8429938094,1877445,137.680845622225,"Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified",14005,8625,1,8.625
"Latvia","LV","LVA",2019,"","2025-04-15",17580,17294.9751600969,1913822,125.29163170793,"Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified",12536,5044,1,5.044
"Latvia","LV","LVA",2021,"","2025-04-15",19950,20262.8433862451,1884490,136.790170758828,"Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified",13205,6745,1,6.745
"Latvia","LV","LVA",2022,"","2025-04-15",22260,20229.4613617326,1879383,159.82671948791,"Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified",13845,8415,1,8.415
"Lebanon","LB","LBN",2019,"","2025-04-15",8630,8905.88005497437,5794594,62.98091601016,"Middle East & North Africa","Beirut","35.5134","33.8872","Lower middle income","IBRD",12536,-3906,0,-3.906
"Lebanon","LB","LBN",2021,"","2025-04-15",4770,4045.37391066234,5718122,78.8286204025241,"Middle East & North Africa","Beirut","35.5134","33.8872","Lower middle income","IBRD",13205,-8435,0,-8.435
"Lebanon","LB","LBN",2022,"","2025-04-15",4170,3654.35845534878,5744489,114.888278265666,"Middle East & North Africa","Beirut","35.5134","33.8872","Lower middle income","IBRD",13845,-9675,0,-9.675
"Lebanon","LB","LBN",2018,"","2025-04-15",8700,9174.53666204759,5984119,68.2573073043718,"Middle East & North Africa","Beirut","35.5134","33.8872","Lower middle income","IBRD",12376,-3676,0,-3.676
"Lebanon","LB","LBN",2020,"","2025-04-15",6350,5561.19166950397,5702398,50.1298042879627,"Middle East & North Africa","Beirut","35.5134","33.8872","Lower middle income","IBRD",12696,-6346,0,-6.346
"Libya","LY","LBY",2019,"","2025-04-15",10100,9963.19489084483,6951033,78.9939691850138,"Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD",12536,-2436,0,-2.436
"Libya","LY","LBY",2023,"","2025-04-15",5940,6172.81246940233,7305659,155.655201664179,"Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD",14005,-8065,0,-8.065
